user_id,transaction_date,region,product_category,sale_amount,status,city,age,subscription,raw_timestamp,email,username,price,store_id
U69639,2023-10-28,West,Books,177.0,Inactive,Los Angeles,63,Pro,2023-10-28 09:05:10,user97407@example.com,user_93689,177.0,S21
U47061,2023-03-06,West,Home,410.35,Inactive,Los Angeles,28,Premium,2023-03-06 09:00:28,user92590@example.com,user_85950,410.35,S38
U31402,2023-10-25,West,Clothing,420.37,,Los Angeles,59,Premium,2023-10-25 05:50:06,user68498@example.com,user_43182,420.37,S47
U80388,2023-09-29,South,Electronics,419.82,Inactive,New York,22,Premium,2023-09-29 13:56:19,user30727@example.com,user_85700,419.82,S50
U22682,2023-02-19,West,Books,319.62,Pending,San Francisco,64,Basic,2023-02-19 13:13:49,user27531@example.com,user_68214,319.62,S26
U82017,2023-05-20,West,Electronics,360.43,Inactive,Austin,46,Pro,2023-05-20 00:59:25,user9542@example.com,user_28770,360.43,S48
U74575,2023-11-23,East,Sports,166.56,Pending,Los Angeles,64,Pro,2023-11-23 19:35:38,user25831@example.com,user_77334,166.56,S44
U6026,2023-02-16,South,Clothing,496.63,Inactive,New York,44,Pro,2023-02-16 02:48:23,user59506@example.com,user_68584,496.63,S19
U43639,2023-09-23,North,Clothing,154.93,,San Francisco,58,Basic,2023-09-23 08:20:39,user95517@example.com,user_82614,,S50
U4742,2023-12-20,East,Books,307.26,Pending,Austin,48,Premium,2023-12-20 12:24:08,user39680@example.com,user_27132,307.26,S45
U40175,2023-05-01,West,Sports,109.47,,San Francisco,21,Basic,2023-05-01 10:28:18,user49714@example.com,user_16535,109.47,S18
U4882,2023-11-27,North,Electronics,140.54,Active,New York,45,Pro,2023-11-27 13:26:54,user4166@example.com,user_21758,140.54,S36
U37706,2023-06-10,North,Clothing,422.21,Pending,San Francisco,34,Basic,2023-06-10 04:59:42,user11608@example.com,user_91412,422.21,S2
U80404,2023-12-18,South,Clothing,466.56,Inactive,Los Angeles,46,Premium,2023-12-18 19:06:09,user19863@example.com,user_82102,466.56,S45
U47607,2023-12-13,West,Clothing,83.61,Active,Austin,29,Premium,2023-12-13 21:09:48,user1448@example.com,user_77432,83.61,S29
U72511,2023-12-13,North,Clothing,61.58,Active,San Francisco,55,Basic,2023-12-13 19:08:58,user87819@example.com,user_58218,61.58,S31
U94476,2023-08-20,South,Home,63.28,Active,Los Angeles,32,Premium,2023-08-20 09:24:45,user20301@example.com,user_41291,63.28,S19
U36746,2023-10-30,South,Sports,162.51,,New York,41,Pro,2023-10-30 16:07:39,user88385@example.com,user_78752,,S34
U81003,2023-04-11,West,Sports,213.66,Pending,Austin,33,Pro,2023-04-11 16:56:41,user79908@example.com,user_31168,213.66,S41
U89689,2023-08-05,North,Clothing,118.88,Active,Chicago,22,Basic,2023-08-05 07:45:39,user60593@example.com,user_18530,118.88,S2
U71974,2023-11-05,South,Electronics,185.33,Active,San Francisco,23,Premium,2023-11-05 22:09:51,,user_85468,185.33,S34
U49902,2023-05-12,South,Sports,148.44,Inactive,San Francisco,60,Premium,2023-05-12 04:50:47,,user_94948,148.44,S38
U77980,2023-12-29,North,Home,209.49,Pending,Los Angeles,59,Pro,2023-12-29 11:46:15,,,209.49,S10
U72117,2023-09-03,South,Electronics,205.89,Active,Chicago,41,Basic,2023-09-03 02:09:17,user96887@example.com,user_50449,205.89,S39
U51459,2023-03-03,East,Clothing,177.56,Active,Austin,60,Pro,2023-03-03 17:03:12,user49385@example.com,user_76949,177.56,S29
U89377,2023-07-31,North,Electronics,222.67,Inactive,San Francisco,50,Pro,2023-07-31 05:25:50,user41049@example.com,user_28868,222.67,S23
U51145,2023-11-24,North,Clothing,327.01,Pending,San Francisco,27,Premium,2023-11-24 02:26:21,user82576@example.com,user_13918,327.01,S4
U17466,2023-02-10,West,Books,436.09,Pending,New York,22,Premium,2023-02-10 21:11:53,user88679@example.com,user_17037,436.09,S8
U17466,2023-02-10,West,Books,436.09,Pending,New York,22,Premium,2023-02-10 21:11:53,user88679@example.com,user_17037,436.09,S8
U27198,2023-05-08,South,Clothing,404.74,Active,New York,58,Basic,2023-05-08 22:26:59,user55486@example.com,user_25626,404.74,S10
U85121,2023-07-19,West,Home,240.71,,Austin,50,Basic,2023-07-19 19:12:10,user97730@example.com,user_90211,240.71,S44
U14349,2023-10-02,West,Electronics,483.68,,Austin,51,Pro,2023-10-02 14:19:13,,user_96078,483.68,S32
U10710,2023-03-22,South,Sports,337.68,Inactive,Los Angeles,19,Premium,2023-03-22 06:07:19,user78859@example.com,user_31294,337.68,S27
U50045,2023-09-28,North,Electronics,457.85,Pending,San Francisco,16,Pro,2023-09-28 22:44:25,user9518@example.com,user_34080,,S17
U16858,2023-06-01,North,Sports,195.03,Inactive,Chicago,65,Premium,2023-06-01 17:57:53,user38479@example.com,user_7067,195.03,S41
U3545,2023-02-23,North,Electronics,261.25,,New York,29,Premium,2023-02-23 09:17:40,user57701@example.com,user_56862,261.25,S43
U71940,2023-12-04,East,Clothing,325.63,,Chicago,35,Pro,2023-12-04 14:12:14,user66900@example.com,user_57649,325.63,S28
U34683,2023-09-18,South,Sports,199.53,Pending,Austin,65,Premium,2023-09-18 12:52:49,user88962@example.com,user_41764,199.53,S7
U80236,2023-02-23,West,Books,304.86,Pending,Seattle,64,Pro,2023-02-23 16:57:07,user85959@example.com,user_40858,304.86,S26
U61593,2023-09-19,North,Books,203.46,Inactive,Chicago,30,Pro,2023-09-19 05:02:18,user42347@example.com,user_31872,203.46,S35
U24535,2023-09-28,South,Sports,338.31,Pending,New York,60,Pro,2023-09-28 15:38:47,,user_24986,338.31,S24
U14416,2023-10-21,East,Home,402.75,Inactive,Austin,45,Basic,2023-10-21 17:54:53,,user_89992,402.75,S24
U82802,2023-09-07,South,Clothing,217.94,Inactive,Austin,56,Pro,2023-09-07 11:24:11,user68618@example.com,user_97613,217.94,S21
U39170,2023-09-16,North,Clothing,255.84,Inactive,Los Angeles,52,Basic,2023-09-16 14:32:07,user14758@example.com,user_28899,255.84,S22
U41080,2023-11-17,West,Books,108.66,,San Francisco,54,Pro,2023-11-17 12:29:07,user9507@example.com,user_19448,108.66,S26
U81831,2023-09-20,West,Home,221.97,Pending,Austin,22,Premium,2023-09-20 15:46:51,user78822@example.com,user_66478,221.97,S9
U55988,2023-12-13,North,Sports,304.65,Active,Seattle,51,Pro,2023-12-13 02:06:47,user78528@example.com,user_10040,304.65,S23
U4458,2023-10-01,South,Electronics,90.15,Inactive,Seattle,35,Premium,2023-10-01 23:30:01,user21710@example.com,user_92974,90.15,S20
U57458,2023-01-24,South,Home,201.16,Inactive,Austin,57,Basic,2023-01-24 05:54:22,user81228@example.com,user_87913,201.16,S37
U47749,2023-09-26,South,Home,214.18,Inactive,Los Angeles,42,Pro,2023-09-26 07:02:00,user98052@example.com,user_3790,214.18,S21
U94051,2023-07-04,East,Sports,55.4,Inactive,San Francisco,56,Basic,2023-07-04 04:29:47,user34772@example.com,user_96208,55.4,S10
U87897,2023-11-08,West,Books,434.47,Pending,Seattle,26,Premium,2023-11-08 07:59:40,,user_4280,434.47,S23
U20603,2023-09-03,South,Home,354.35,Active,San Francisco,30,Premium,2023-09-03 17:54:02,user25711@example.com,user_22249,354.35,S19
U73136,2023-02-17,East,Sports,58.24,,Los Angeles,39,Basic,2023-02-17 07:17:07,user50465@example.com,user_87740,58.24,S16
U25754,2023-08-21,West,Electronics,303.48,,Chicago,65,Premium,2023-08-21 16:13:34,user45205@example.com,user_5842,303.48,S42
U95005,2023-09-15,East,Sports,337.95,Inactive,Austin,45,Basic,2023-09-15 19:55:33,user51172@example.com,user_28049,337.95,S11
U67047,2023-02-03,West,Books,231.31,Active,Austin,65,Pro,2023-02-03 01:04:55,user84737@example.com,user_72482,231.31,S48
U26389,2023-12-13,West,Sports,44.64,Pending,Seattle,56,Pro,2023-12-13 00:00:33,user54849@example.com,user_75573,44.64,S30
U35914,2023-11-11,East,Sports,100.34,Active,Seattle,60,Premium,2023-11-11 11:53:26,user13454@example.com,user_52661,100.34,S40
U13627,2023-04-08,East,Books,245.65,Inactive,San Francisco,29,Basic,2023-04-08 15:37:08,user12359@example.com,user_47619,245.65,S34
U33241,2023-01-05,South,Sports,323.61,Pending,Chicago,36,Basic,2023-01-05 06:13:15,,user_63763,323.61,S6
U70578,2023-12-13,North,Books,66.35,Active,Austin,37,Basic,2023-12-13 14:17:45,user13745@example.com,user_59334,66.35,S22
U21834,2023-06-13,East,Electronics,116.01,Active,San Francisco,58,Pro,2023-06-13 13:47:35,user4334@example.com,user_29894,,S3
U94539,2023-05-01,West,Sports,407.04,Pending,San Francisco,32,Basic,2023-05-01 20:06:01,user9812@example.com,user_80064,407.04,S27
U84591,2023-01-07,North,Clothing,22.86,Inactive,Los Angeles,61,Premium,2023-01-07 07:39:37,user29073@example.com,user_28238,22.86,S14
U3680,2023-11-18,North,Electronics,289.78,,New York,22,Premium,2023-11-18 20:34:09,user65084@example.com,user_64154,289.78,S33
U67898,2023-07-16,East,Sports,434.99,Active,Seattle,55,Basic,2023-07-16 15:23:51,user84916@example.com,user_36752,434.99,S21
U92989,2023-09-08,North,Electronics,149.13,,Austin,30,Premium,2023-09-08 14:51:25,user10505@example.com,user_14981,149.13,S32
U92989,2023-09-08,North,Electronics,149.13,,Austin,30,Premium,2023-09-08 14:51:25,user10505@example.com,user_14981,149.13,S32
U57036,2023-01-15,South,Clothing,176.9,,San Francisco,22,Premium,2023-01-15 18:47:37,user31864@example.com,user_83226,176.9,S36
U7408,2023-08-14,West,Home,193.09,,Seattle,20,Premium,2023-08-14 00:28:23,user42709@example.com,user_49806,193.09,S46
U79740,2023-01-19,South,Sports,474.66,Inactive,New York,16,Basic,2023-01-19 07:07:26,user92666@example.com,user_47768,474.66,S33
U95892,2023-02-05,East,Home,373.63,Pending,New York,40,Pro,2023-02-05 23:55:26,user49244@example.com,user_84326,373.63,S31
U34476,2023-01-04,East,Clothing,133.17,Active,Seattle,62,Premium,2023-01-04 14:26:28,user78474@example.com,user_54799,133.17,S35
U98720,2023-11-22,East,Home,338.54,Active,Chicago,52,Pro,2023-11-22 01:10:15,user46175@example.com,user_8295,338.54,S43
U57293,2023-06-03,South,Clothing,495.41,Active,New York,52,Pro,2023-06-03 00:32:01,user53983@example.com,user_11028,495.41,S14
U38470,2023-03-08,South,Electronics,76.43,Active,San Francisco,39,Premium,2023-03-08 04:15:21,user39455@example.com,user_57719,,S44
U25934,2023-06-22,West,Books,113.39,Inactive,Chicago,30,Basic,2023-06-22 04:17:15,user41129@example.com,user_5749,113.39,S12
U61125,2023-08-16,North,Clothing,86.54,Pending,Chicago,54,Premium,2023-08-16 22:02:19,user35764@example.com,user_44382,86.54,S14
U26173,2023-06-26,West,Books,420.3,Active,Austin,37,Pro,2023-06-26 03:56:35,,user_60225,420.3,S13
U68427,2023-07-23,South,Home,20.73,,New York,56,Basic,2023-07-23 21:13:02,,user_43060,20.73,S44
U31990,2023-08-28,East,Home,72.43,Inactive,Chicago,17,Premium,2023-08-28 12:32:52,user56586@example.com,user_7654,72.43,S38
U31990,2023-08-28,East,Home,72.43,Inactive,Chicago,17,Premium,2023-08-28 12:32:52,user56586@example.com,user_7654,72.43,S38
U31990,2023-08-28,East,Home,72.43,Inactive,Chicago,17,Premium,2023-08-28 12:32:52,user56586@example.com,user_7654,72.43,S38
U34911,2023-06-25,South,Clothing,161.06,Active,Austin,43,Basic,2023-06-25 14:03:32,user46594@example.com,user_47859,161.06,S48
U88746,2023-02-28,West,Sports,12.07,Pending,New York,58,Pro,2023-02-28 11:31:27,user40607@example.com,user_23491,12.07,S20
U9706,2023-12-01,South,Electronics,405.74,Pending,Austin,55,Basic,2023-12-01 06:13:25,,user_43395,405.74,S21
U16322,2023-11-07,East,Home,405.23,Pending,Chicago,24,Premium,2023-11-07 10:56:41,user53142@example.com,user_61543,405.23,S48
U85478,2023-08-08,East,Clothing,91.29,,Seattle,55,Pro,2023-08-08 09:37:19,,user_17392,91.29,S2
U53398,2023-04-28,North,Sports,399.6,Inactive,San Francisco,57,Basic,2023-04-28 00:16:31,user24423@example.com,,399.6,S23
U64566,2023-04-16,North,Home,426.09,Inactive,Seattle,61,Pro,2023-04-16 15:16:22,,,426.09,S3
U21850,2023-04-18,East,Home,262.39,Active,San Francisco,35,Pro,2023-04-18 16:09:09,user37513@example.com,user_28697,262.39,S23
U33577,2023-01-12,West,Books,303.12,Active,New York,16,Basic,2023-01-12 03:04:47,user73553@example.com,,303.12,S1
U18851,2023-11-14,East,Sports,237.76,,New York,59,Basic,2023-11-14 04:58:40,user41182@example.com,user_37894,237.76,S18
U30759,2023-11-15,West,Books,256.68,Active,Austin,27,Premium,2023-11-15 13:40:45,user13624@example.com,user_21280,256.68,S3
U54542,2023-02-02,West,Home,83.81,Pending,New York,30,Basic,2023-02-02 10:44:41,user1335@example.com,user_60964,83.81,S39
U54542,2023-02-02,West,Home,83.81,Pending,New York,30,Basic,2023-02-02 10:44:41,user1335@example.com,user_60964,83.81,S39
U65719,2023-01-03,East,Electronics,335.9,Pending,Seattle,17,Pro,2023-01-03 01:54:38,,user_94941,335.9,S29
U60103,2023-06-17,North,Electronics,346.62,Inactive,New York,34,Premium,2023-06-17 09:42:16,user56867@example.com,user_86548,346.62,S4
U76868,2023-05-17,South,Books,445.82,Active,New York,54,Basic,2023-05-17 22:31:51,user35901@example.com,user_30235,445.82,S27
U37376,2023-09-12,South,Electronics,10.94,Inactive,Austin,52,Premium,2023-09-12 12:42:31,user69652@example.com,user_12694,10.94,S9
U7829,2023-07-19,East,Books,201.93,,San Francisco,54,Premium,2023-07-19 05:54:55,user7495@example.com,user_87148,201.93,S34
U29930,2023-02-18,South,Home,418.95,Inactive,Austin,32,Premium,2023-02-18 16:59:56,,user_42555,418.95,S42
U36775,2023-05-25,East,Clothing,340.17,Active,San Francisco,43,Pro,2023-05-25 23:16:18,user955@example.com,user_31478,340.17,S1
U36775,2023-05-25,East,Clothing,340.17,Active,San Francisco,43,Pro,2023-05-25 23:16:18,user955@example.com,user_31478,340.17,S1
U77946,2023-02-04,West,Sports,359.64,Inactive,Austin,39,Pro,2023-02-04 16:26:55,user17484@example.com,user_55912,359.64,S15
U5311,2023-09-15,West,Books,348.85,Pending,New York,51,Basic,2023-09-15 10:29:23,user81054@example.com,user_76732,348.85,S19
U4218,2023-07-05,North,Home,93.15,,San Francisco,28,Pro,2023-07-05 22:04:16,user52013@example.com,user_27797,93.15,S1
U85982,2023-10-25,North,Home,120.1,Inactive,Austin,60,Premium,2023-10-25 22:05:28,user39133@example.com,,,S15
U74034,2023-01-21,East,Clothing,248.98,Inactive,Seattle,49,Premium,2023-01-21 10:06:54,user83377@example.com,,248.98,S15
U52090,2023-11-14,East,Sports,254.49,,Chicago,55,Pro,2023-11-14 22:49:39,user4736@example.com,user_3765,254.49,S6
U14792,2023-06-26,West,Electronics,169.48,Inactive,San Francisco,48,Pro,2023-06-26 21:54:37,user55726@example.com,user_49418,169.48,S40
U71228,2023-11-30,West,Sports,98.17,Inactive,San Francisco,32,Pro,2023-11-30 03:37:17,user6981@example.com,user_80232,98.17,S36
U80633,2023-02-06,East,Electronics,100.64,Active,Los Angeles,42,Premium,2023-02-06 20:05:33,,user_52428,100.64,S19
U45232,2023-12-16,North,Clothing,353.08,Active,Seattle,24,Basic,2023-12-16 09:12:41,user40561@example.com,,,S23
U84791,2023-11-04,South,Sports,36.58,Pending,Austin,17,Premium,2023-11-04 13:40:33,,user_80115,36.58,S7
U15423,2023-04-12,East,Electronics,359.72,,Los Angeles,57,Premium,2023-04-12 21:14:44,,user_73198,359.72,S34
U84138,2023-05-21,South,Books,192.54,Active,Los Angeles,65,Basic,2023-05-21 02:03:13,user99168@example.com,user_10095,192.54,S18
U9452,2023-06-12,North,Electronics,463.84,Inactive,Chicago,54,Basic,2023-06-12 04:02:36,user8911@example.com,user_10910,463.84,S15
U29426,2023-09-30,North,Home,68.49,,New York,24,Pro,2023-09-30 02:14:15,,user_38086,68.49,S25
U91839,2023-03-17,North,Electronics,279.85,Pending,Seattle,28,Basic,2023-03-17 12:53:01,user3464@example.com,user_14000,279.85,S50
U29009,2023-07-27,East,Electronics,189.51,Active,Seattle,51,Pro,2023-07-27 07:09:17,user61906@example.com,user_12387,189.51,S40
U33462,2023-12-20,East,Clothing,371.66,Active,Los Angeles,19,Basic,2023-12-20 04:25:21,user44416@example.com,user_13440,371.66,S2
U72737,2023-06-27,North,Clothing,205.24,,Chicago,17,Premium,2023-06-27 02:05:14,user49345@example.com,,205.24,S25
U62748,2023-10-18,South,Electronics,412.87,Pending,Chicago,41,Basic,2023-10-18 22:56:43,user88395@example.com,user_3915,412.87,S34
U2649,2023-12-05,East,Sports,287.57,,Austin,16,Premium,2023-12-05 21:54:31,user60482@example.com,user_88125,287.57,S14
U61698,2023-02-06,West,Clothing,28.46,Inactive,Los Angeles,56,Premium,2023-02-06 06:17:08,user79956@example.com,user_19285,28.46,S12
U61698,2023-02-06,West,Clothing,28.46,Inactive,Los Angeles,56,Premium,2023-02-06 06:17:08,user79956@example.com,user_19285,28.46,S12
U58774,2023-02-15,East,Sports,439.21,Pending,Seattle,42,Basic,2023-02-15 19:15:21,user93388@example.com,user_85792,,S47
U56106,2023-11-15,South,Clothing,229.61,Inactive,Los Angeles,61,Premium,2023-11-15 02:42:48,user46180@example.com,user_27882,229.61,S45
U49654,2023-04-16,East,Home,398.52,,Seattle,32,Premium,2023-04-16 18:33:27,user97983@example.com,user_14699,398.52,S3
U64511,2023-08-18,North,Clothing,494.97,,Los Angeles,48,Premium,2023-08-18 17:42:39,user62714@example.com,user_11258,494.97,S12
U99615,2023-06-08,East,Books,373.25,Inactive,Austin,40,Premium,2023-06-08 06:48:26,user64415@example.com,user_78588,373.25,S46
U8541,2023-04-24,East,Books,372.83,Inactive,Austin,56,Premium,2023-04-24 01:06:07,user65518@example.com,,372.83,S23
U81196,2023-07-27,West,Electronics,331.66,Inactive,Seattle,48,Pro,2023-07-27 11:26:32,user62395@example.com,user_61059,331.66,S36
U61514,2023-04-17,West,Sports,431.8,Pending,Austin,30,Pro,2023-04-17 00:42:46,user91528@example.com,user_72845,431.8,S21
U61514,2023-04-17,West,Sports,431.8,Pending,Austin,30,Pro,2023-04-17 00:42:46,user91528@example.com,user_72845,431.8,S21
U94312,2023-11-04,East,Electronics,102.21,Pending,Chicago,37,Basic,2023-11-04 04:49:42,user76094@example.com,user_62239,102.21,S12
U28451,2023-11-12,East,Sports,317.54,,New York,34,Pro,2023-11-12 08:53:44,user82791@example.com,user_91487,317.54,S44
U10446,2023-09-17,South,Home,459.52,Inactive,Los Angeles,17,Pro,2023-09-17 04:26:20,user40584@example.com,user_60428,459.52,S28
